text,Preprocessed_text
Recently my app started to crash continuously.,recently app crash continuously 
Excellent,excellent 
grate service,grate service 
Superb,superb 
Good and keep move,good 
"Actually when I try to use it first time, feel little bit strange, because this is the first for sri lankan. Actually it is very fast and cheap when equal to other taxi service. Also we can know the taxi exact location and the details. Nice Work",actually try use time feel little bit strange sri fast cheap equal taxi service know exact location nice work 
Great app and service,great app service 
Finest taxi app.. super pickups and good navigation. . Nice cheap rates..,taxi app super good navigation nice cheap 
Good & safe,good safe 
"Works perfectly for me. GPS works perfectly on androids, drivers are well skilled and prices are affordable aswell",work perfectly skilled affordable aswell 
This app is not working .😱😱,app work face scream fear 
"Most of the staff provide the service as we want. Specially when we are in a hurry, they speed up",staff provide service want specially hurry speed 
A Very useful app,useful app 
Ordered the first taxi on Poson poya holiday.. Arrived in 5 minutes while all other known taxis declined!,order taxi holiday know taxis decline 
"When the location is off, it holds the first screen while turning on the location. After turning on, it says Fetching Location... and then stops. I can't even see a working app..",location screen turn fetch work app 
This app very use full... I use this app 100%.. service also 100%😊😊😊😊.. Good Drivers.. thanks for creativity team and management team... amerko,app use service smile face eye good thank creativity team management 
App crashes frequently and most drivers still rely on giving them directions despite location service is on.,app frequently rely give despite location service 
Awesome,awesome 
"Good job,  please try to provide us mini car services too. Most of are 3 wheelers available, anyway this pick me service is safe and secured for the passengers. ...👍👍👍👍👍👍👍👌👌👌👌",good job try provide car available pick service safe thumb ok hand 
It's so easy to use all drivers are obedient and disciplined,easy use obedient 
Great app,great app 
Colombo,
Um not getting the chode help me,um get help 
