,text,Preprocessed_text,cluster
5179,"There are so many issues. When I cancel a trip there is an error ""Trip ID is invalid"" , driver location displays wrongly , Always drivers are asking for the drop location even if I enter the accurate location. Friend of mine went in a TUK, but he doesn't know Sinhala, driver asked about the location in Sinhala and he replied in English but the driver couldn't find the location, instead of that that driver dropped him in a wrong place. He reported it to your support team, but he haven't got any replies from them, route map is showing the wrong path, when I go in a way it's showing that I'm going in the other way.   This is my personal opinion regarding this app :  My rating regarding this app is 2/5 and for the drivers 3/5. Before releasing the app to live make sure to release with less bugs.  1. Location Services should be improved ( Location is not accurate ) 2. Make your drivers comfortable , because all drivers are complaining about pick me, they are your clients . without them you are zero.  3. Give your QA employees proper domain knowledge and training on testing location based apps before asking them to test the app without proper knowledge.",cancel trip error would invalid driver location wrongly drop enter accurate friend go know find instead wrong place support team get route map show path way personal opinion app rating live sure release comfortable pick proper domain knowledge training testing base test ,Feature Request
5180,Great app.big time saver for everyday busy life.,great app big time saver everyday busy life ,Common
5181,App is crashing a lot now and had uninstall and re install a few times just to get it working properly. I can actually show u screen shots of some errors also,app lot install time work properly actually screen ,Common
5182,Download,nan,Common
5183,Really helpful app,helpful app ,Common
5184,Good app,good app ,Common
5185,Superb,superb ,Common
5186,Delay in drivers. Too expensive for every rides.,delay expensive ,Common
5187,Good,good ,Common
5188,After the recent update it doesn't show the book now and book later buttons. Uber is better,recent update book later button better ,Bug_fix
5189,Please fix the drop off location. Sometimes it does not locate what we search. TERRIBLE!,fix drop location locate search terrible ,Bug_fix
5190,"App is full of technical problems. Can give evidence for it. Most of the driver don't know the roads and locations in colombo, and worst is some drivers don't have discipline, doesn't know how to talk and complain us for their faults. Customer service team does take  complaints. I had to follow up 3 times and realised that the complaint was not taken down. So spoke to the supervisor. He said he will call back after checking but didn't get back till today and it's been more a year. Drivers lie saying that there is a upgrade of the app and run on the normal metre, charging the same. Uber is the better. You get AC, comfort and pay the rate of pick me taxis for the same origin and destination. My last experience with pick me was an extremely fast driver (i have the video of it).",app technical evidence driver know bad discipline talk complain customer service team follow time complaint take speak supervisor say till today year lie upgrade run normal charge well comfort pay rate pick taxi origin destination experience extremely fast video ,Common
5191,"Most of the drivers don't know the Colombo roads. How is it possible?  Some asking for cancellation due to the distance they have to travel to reach the customers' location. Well, I feel that even though the Uber drivers have the same problem of not knowing the Colombo roads, still they manage to make the trip done via their map applications with the given routes in it.",know possible cancellation distance travel reach location feel problem manage trip map give ,Bug_fix
5192,The best there is in Sri Lanka,good sri ,Common
5193,Average... Not up to the mark!!,average not mark ,Bug_fix
5194,The experience is really good.  But today a driver told me that they can't see where the customer wants to go.  If they could see it they'd be more happy I guess . Cause he said sometimes they end up going on long runs even when they want just to get back home.,experience good today driver tell customer happy guess cause say end go long want home ,Bug_fix
5195,This app is with lots of bugs. Can not set the drop off location and sometimes the app get stuck. Really difficult to use. And takes lots of time to process. I do not recommend this app to anyone.,app lot set drop location stick difficult use time process recommend ,Common
5196,Help full,help ,Bug_fix
5197,Awesome application,awesome application ,Common
5198,Very effective,effective ,Bug_fix
5199,Best way to travel,good way travel ,Common
5200,It's repeat asking password ..I forget the password but I could not able to get a new password  ..or any alert from pick me,repeat password forget able new alert pick ,Bug_fix
5201,It's really good,good ,Common
5202,Nice,nice ,Common
5203,Nice,nice ,Common
5204,i cannot get verification code.. this is poor.. i had try so many times.ෂිට්..,verification code poor try time ,Bug_fix
5205,PickMe would do all the unauthorized credit card transactions and will not take any responsibility to void it or refund you.  Customer care is garbage with lots of stupid people and a manager wouldn't bother coming to the phone to resolve matters beyond agents.,unauthorized credit card responsibility void refund customer care garbage lot stupid people manager bother come phone resolve ,Bug_fix
5206,"This app is all about traveling and scope is so good. But I've noticed a problem with your implementation. When I switched on flight mode of my phone when I get into sleep, the app drains my phone's battery too quickly. Usualy my phone has 1 1/2 days of battery life. In my battery statistics this app has used 4.52h of total cpu time while phone is in flight mode. Are you sure you have tested your app in airplane/flight mode ? I had 50% battery when I get into sleep after 5 hours its 8%. pickme has used 86% of the total battery power.",app travel scope good problem implementation switch flight mode phone sleep battery quickly day life statistic total time sure test airplane power ,Common
5207,Good,good ,Common
5208,Grate app. Superb.. Really helpful,grate app superb helpful ,Common
5209,Very convenient.,convenient ,Common
5210,Full of bugs. The worst it would not allow to enter drop off location.,bad allow enter drop location ,Bug_fix
5211,I'm not able to use this service ... it won't let me to register my self in to the application... plz help me for this. if that possible I'll give 5*.. thanks,able use service let register self application help possible shall thank ,Common
