,Reviews,KeyWords,text
809,superb app like wheel quickly need tell convenience travel ,"['superb', 'app', 'like', 'wheel', 'quickly', 'need', 'tell', 'convenience', 'travel']",Superb app. I really like that I can get a three wheel so quickly. I don't need to be telling directions. What a convenience. A must have app if u travel in three wheelers.
810,book later map live movement taxi multiple number phone dual know read use save datum time ask annoying main reason app go fix ,"['book', 'later', 'map', 'live', 'movement', 'taxi', 'multiple', 'number', 'phone', 'dual', 'know', 'read', 'save', 'datum', 'ask', 'annoying', 'main', 'reason', 'go', 'fix']",1. 'Book Later' Bookings does not show in the map(live movement of the taxi). 2. Multiple taxis cannot be called. What if the number of passengers are more than 4? My phone is a HTC 816G dual SIM. /// Most drivers doesn't know how to read the map or they just don't use it to save data. When they call many times to ask for directions it's really annoying and the main reason to use this app is gone. Please fix this I will give 5 stars.
811,stick taxi away come destination ,"['stick', 'taxi', 'away', 'come', 'destination']",It always gets stuck. It also says the taxi is 6 mins away but comes to your destination in 20 -25 mins
812,good easy wheel like pick fast ,"['good', 'easy', 'wheel', 'like', 'pick', 'fast']",Its good very easy to get 3 wheel in colombo i like  pick me ver much and its very fast
813,provide capability select drop location pin map moment type find ,"['provide', 'capability', 'select', 'drop', 'location', 'pin', 'map', 'moment', 'type', 'find']",please provide capability to select drop location by pin it in the map. at the moment you have to type and find. but not all the places are mapped.
814,service good response time fast need knowledge main far ,"['service', 'good', 'response', 'time', 'fast', 'need', 'knowledge', 'main', 'far']",Service was good. Tuks response time is also really fast. Drivers need more knowledge about main Colombo roads. So far so good.
815,location start add card ,"['location', 'start', 'add', 'card']",Last location should be remembered. Then at least it will start in a location in SL. Please add card payments.
816,trip ,['trip'],drivers rejecting my trip
817,app click tab review stuff ,"['app', 'click', 'tab', 'review', 'stuff']",The app crashes when I click on the options tab where you get to review your trips and other stuff.
818,service driver poor normally correct route take long say know pay navigation check matter stop ur app recommend person thank ,"['service', 'driver', 'poor', 'normally', 'correct', 'route', 'take', 'long', 'say', 'know', 'pay', 'navigation', 'check', 'matter', 'stop', 'ur', 'app', 'recommend', 'person', 'thank']",I am using this service continuesly. Driver disciplenes r very poor. Normally when I go I put google maps to see the correct route.  Once a driver took me some long route. When I asked from him he said we can go from this route as well. I knew. But why should I pay more for a poor route navigation?  Pls check this matter and correct it. Or else I have to stop using ur app and never recommend thus app to another person. Thanks
819,like ,['like'],i'm really  like this...
820,professional service easy use ,"['professional', 'service', 'easy', 'use']",Professional service! And easy to use. :)
821,good app try book taxi time hope option able add ,"['good', 'app', 'try', 'book', 'taxi', 'time', 'hope', 'option', 'able', 'add']",This is a really good app. But I tried to book more that one taxi at a time. Couldn't make it.. So hope this option will also be able to be added..
822,app live sri ,"['app', 'live', 'sri']",Must have app if you live in Sri Lanka
823,update show wrong location improve fast ,"['update', 'show', 'wrong', 'location', 'improve', 'fast']",After update it is always showing wrong location and having problems on location. Improve this fast
824,time money ,"['time', 'money']",Saves both time and money
825,app pretty snappy fast star give slightly wrong driver direct lane pick trip additional able ,"['app', 'pretty', 'snappy', 'fast', 'star', 'give', 'slightly', 'wrong', 'driver', 'direct', 'lane', 'pick', 'trip', 'additional', 'able']",This app is pretty snappy and fast. I would give it 5 star but it gave my gps coordinates slightly wrong to the driver and directed the driver to the next lane to pick me up. This delayed my trip by an additional 5 minutes. But i was able to call the driver and direct him.
826,app find time good professional great include payment option increase number start fetch location know position way quickly ,"['app', 'find', 'time', 'good', 'professional', 'great', 'include', 'payment', 'option', 'increase', 'number', 'start', 'fetch', 'location', 'know', 'position', 'way', 'quickly']",I have used this app to find tuks in colombo several times. App is good and the drivers are also professional most of the time. Great if you can include CC payment option as well. Also increase the number of vehicles. And start fetching location from last known position. In that way the app will start quickly.
827,fan taxi today early morning lose transport mum blow away professionalism show ease availability decide use ur app hope remain well bite curious need access camera ,"['fan', 'today', 'early', 'morning', 'lose', 'transport', 'mum', 'blow', 'away', 'professionalism', 'ease', 'availability', 'decide', 'ur', 'hope', 'remain', 'bite', 'curious', 'access', 'camera']","Was never a fan of Taxi Hailing Apps before. Today early morning I was all but lost for any means of transport and my mum helped me out with ""PickMe"".  I was blown away by 1) the professionalism shown by one of your Tuk drivers just now and 2) the ease and availability of vehicles even at 3am. So I've decided to use ur app. Hope the standards will remain the same if not better. Though I am too a bit curious as to why u need permissions to access my images, camera, connections and call info.. :/"
828,great app easy use like new pic later feature ,"['great', 'app', 'easy', 'use', 'like', 'new', 'pic', 'later', 'feature']","Great App, easy to use and really like the new pic me later feature."
829,love app service need improve range road busy commercial ,"['love', 'app', 'service', 'need', 'improve', 'range', 'road', 'busy', 'commercial']",Love it the app and the service. But it needs to improve the range. There are so many drivers on galle Road and the busy commercial places but very few in other areas
830,driver journey ,"['driver', 'journey']",But driver cheated me during last journey.
831,need good design ,"['need', 'good', 'design']",All we need is a good design.
832,need inside ,"['need', 'inside']",But ..still need more Tuks inside Colombo ..
833,need lot taxi taxis button straight forward press mistakenly go booking ,"['need', 'lot', 'taxi', 'taxis', 'button', 'straight', 'forward', 'press', 'mistakenly', 'go', 'booking']",But need to be improved a lot. First it doesn't have enough taxis. In Colombo it shows around 15 taxis. Booknow button is too much straight forward. Even if you press it mistakenly it goes as a booking
834,easy way find mid night ,"['easy', 'way', 'find', 'mid', 'night']",very easy way to find tuk in mid night
835,need show ,"['need', 'show']",But Need Some improvements. And also Sinhala fonts are not showing in some devices..
836,good taxi wary use regular meter instead mobile complain time feedback respond ,"['good', 'taxi', 'wary', 'use', 'regular', 'meter', 'instead', 'mobile', 'complain', 'time', 'feedback', 'respond']","One of the best taxi apps around, but be wary of drivers who use the regular meter instead of the mobile. Put a complain the Last time but didn't get any feedback. 5 stars if they respond to complaints"
